station,latitude,longitude,trafic,ville,ligne
STAMBROISE_9,3.8234389305279377,52.62820385509736,3037654,Paris,9
STAUGUSTIN_9,3.7999682836938904,52.63534437119581,3853378,Paris,9
STDENISPORTEDEPARIS_13,3.812265764710105,52.672146850205,4503548,Saint Denis,13
STDENISUNIVERSITE_13,3.815167093254479,52.6826730870494,4993498,Saint Denis,13
STFARGEAU_3bis,3.835674701286608,52.636271466772584,737146,Paris,3bis
STFRANCOISXAVIER_13,3.798040352584107,52.62020068688435,1756612,Paris,13
STGEORGES_12,3.806740198077921,52.638328219347315,1258381,Paris,12
STGERMAINDESPRES_4,3.8062332195202786,52.6222511994258,4191939,Paris,4
STJACQUES_6,3.8086230582568392,52.6088977530251,2324865,Paris,6
STLAZARE_3,3.8011522287678705,52.636210047914595,46679970,Paris,3
STLAZARE_12,3.8011522287678705,52.636210047914595,46679970,Paris,12
STLAZARE_13,3.8011522287678705,52.636210047914595,46679970,Paris,13
STLAZARE_14,3.8011522287678705,52.636210047914595,46679970,Paris,14
STMANDE_1,3.843285917898254,52.62009741139303,6314385,Saint Mandé,1
STMARCEL_5,3.818583610069947,52.61318778937565,2286932,Paris,5
STMICHEL_4,3.810331835526985,52.622180711191625,6713126,Paris,4
STPAUL_1,3.817805550207115,52.62404992960281,6443129,Paris,1
STPHILIPPEDUROULE_9,3.7952179064759344,52.633626955988845,3076501,Paris,9
STPLACIDE_4,3.8035534822017345,52.617621442395546,3376988,Paris,4
STRASBOURGSTDENIS_4,3.81433923769098,52.633061637243465,9258372,Paris,4
STRASBOURGSTDENIS_8,3.81433923769098,52.633061637243465,9258372,Paris,8
STRASBOURGSTDENIS_9,3.81433923769098,52.633061637243465,9258372,Paris,9
STSEBASTIENFROISSART_8,3.820210773541895,52.62807244293381,1731645,Paris,8
STSULPICE_4,3.8052472021751833,52.62085311012195,2350813,Paris,4
SULLYMORLAND_7,3.8184301781555328,52.62149724183882,1550640,Paris,7
TELEGRAPHE_11,3.833100416526446,52.638277614618126,2425536,Paris,11
TEMPLE_3,3.8175293102998578,52.63146332674987,1258217,Paris,3
TERNES_2,3.7899466849693377,52.636864378877,3627447,Paris,2
TOLBIAC_7,3.8175404348945863,52.60531827610043,3451768,Paris,7
TRINITEDESTIENNEDORVES_12,3.804674092285823,52.63681545961376,2133878,Paris,12
TROCADERO_6,3.785452047238337,52.626875789487514,9381362,Paris,6
TROCADERO_9,3.785452047238337,52.626875789487514,9381362,Paris,9
TUILERIES_1,3.8041870505359783,52.62900718488634,2682811,Paris,1
VANEAU_10,3.801093992437941,52.61870848797365,1067512,Paris,10
VARENNE_13,3.798071798432865,52.62372866454301,1410421,Paris,13
VAUGIRARD_12,3.792881324172489,52.612098154062245,3663937,Paris,12
VAVIN_4,3.804715304361315,52.61467627480884,2182742,Paris,4
VICTORHUGO_2,3.784760446351107,52.63119961659989,4005276,Paris,2
VILLEJUIFLEOLAGRANGE_7,3.821417189531978,52.59146794088328,2799771,Villejuif,7
VILLEJUIFLOUISARAGON_7,3.823858932000189,52.58051071744606,7479307,Villejuif,7
VILLEJUIFPAULVAILLANTCOUTURIER_7,3.823647324668967,52.58629335412096,2470026,Villejuif,7
VILLIERS_2,3.7970215253981423,52.639418128108225,6237308,Paris,2
VILLIERS_3,3.7970215253981423,52.639418128108225,6237308,Paris,3
VOLONTAIRES_12,3.795723088821476,52.61358695077092,2342480,Paris,12
VOLTAIRE_9,3.826166969371278,52.626081939290394,5195333,Paris,9
WAGRAM_3,3.7924066432946386,52.64082349772382,2565333,Paris,3
