station1,station2,distance
AVENUEEMILEZOLA,PASTEUR,0.8876268631590497
AVENUEEMILEZOLA,PASTEUR,0.8876268631590497
AVENUEEMILEZOLA,SEGUR,0.5721996834730301
AVENUEEMILEZOLA,SEVRESLECOURBE,0.681377744386067
AVENUEEMILEZOLA,STFRANCOISXAVIER,0.960517887822124
AVENUEEMILEZOLA,VAUGIRARD,0.6040984440818209
AVENUEEMILEZOLA,VOLONTAIRES,0.718023013834157
AVRON,BELAIR,0.7418916488858628
AVRON,BUZENVAL,0.13165153738420632
AVRON,CHARONNE,0.6472241422122313
AVRON,DAUMESNIL,0.868549392403627
AVRON,DAUMESNIL,0.868549392403627
AVRON,DUGOMMIER,0.987216358616737
AVRON,FAIDHERBECHALIGNY,0.685164204732296
AVRON,GAMBETTA,0.9640438128004076
AVRON,GAMBETTA,0.9640438128004076
AVRON,MARAICHERS,0.3818372073175434
AVRON,MONTGALLET,0.6438528735376364
AVRON,NATION,0.31141470022782963
AVRON,NATION,0.31141470022782963
AVRON,NATION,0.31141470022782963
AVRON,NATION,0.31141470022782963
AVRON,PERELACHAISE,0.9502317344686966
AVRON,PERELACHAISE,0.9502317344686966
AVRON,PHILIPPEAUGUSTE,0.6464280310610739
AVRON,PICPUS,0.4851048935663711
AVRON,PORTEDEMONTREUIL,0.6061858474505092
AVRON,PORTEDEVINCENNES,0.6463241606644111
AVRON,REUILLYDIDEROT,0.6459834669337481
AVRON,REUILLYDIDEROT,0.6459834669337481
AVRON,RUEDESBOULETS,0.4300799963507112
AVRON,VOLTAIRE,0.9423053145936643
BALARD,BOUCICAUT,0.5965583485396228
BALARD,CHARDONLAGACHE,0.8709213214737117
BALARD,CHARLESMICHELS,0.848905494310796
BALARD,COMMERCE,0.9869088272473996
BALARD,CONVENTION,0.8877185711908105
BALARD,CORENTINCELTON,0.6387826077293616
BALARD,EGLISEDAUTEUIL,0.9148274725049079
BALARD,FELIXFAURE,0.8190920245894996
BALARD,JAVELANDRECITROEN,0.7330433352405201
BALARD,LOURMEL,0.30718487476298306
BALARD,MAIRIEDISSY,0.8845007565993415
BALARD,MIRABEAU,0.8456163352753626
BALARD,PORTEDEVERSAILLES,0.5336615292230592
BARBESROCHECHOUART,BARBESROCHECHOUART,0.0
BARBESROCHECHOUART,BLANCHE,0.8521762849609072
BARBESROCHECHOUART,BONNENOUVELLE,0.9542945800885378
BARBESROCHECHOUART,BONNENOUVELLE,0.9542945800885378
BARBESROCHECHOUART,CADET,0.6051936616195461
BARBESROCHECHOUART,CHATEAUDEAU,0.846115400435477
BARBESROCHECHOUART,CHATEAULANDON,0.686971884764509
BARBESROCHECHOUART,CHATEAUROUGE,0.28300976726355015
